Vin,Vo,IL,Io,Duty,Power,Efficiency,Fault_Type
23.49816047538945,10.749332392333935,1.3104612277000478,0.8602870134317063,0.4574542081109768,20.215162296511757,0.45745420811097676,Core_Saturation
25.802857225639663,25.802857225639663,1.6658241924628066,0.7794023294568032,0.48937426375000853,20.11080702830486,1.0,Switch_Short
24.92797576724562,14.39932267265079,0.67615391250286,1.1904200430522824,0.6418189572808721,29.674761986050783,0.5776370615527849,Cap_Degrade
24.394633936788146,10.636103194969829,1.107266670101488,3.403804224951911,0.43600175442395683,83.03455806019475,0.43600175442395683,Overcurrent
22.624074561769746,14.65723009325497,1.4649362407629434,1.8830663315733975,0.6478598739248684,42.60263309027478,0.6478598739248684,Core_Saturation
22.62397808134481,7.584773998254829,1.3657009923240038,0.9149390431510477,0.3352537723906766,20.699560858015897,0.3352537723906766,No_Fault
22.2323344486728,13.577717396693293,0.5321095804820583,3.062195041783769,0.6107193748834523,68.07974431600432,0.6107193748834523,Overcurrent
25.464704583099742,1.6272431413267634,0.05719339637775631,1.2070595652379732,0.6390190532218945,30.737415242989798,0.06390190532218945,Switch_Open
24.404460046972837,9.096202671893135,1.8944233177673415,0.7242495566152408,0.3727270611349355,17.674919368454436,0.3727270611349355,Core_Saturation
24.83229031118418,11.138068948673093,1.3854352261071379,1.4569031321261987,0.47213861294888015,36.17824153223129,0.4485316823014361,Cap_ESR_Increase
22.082337977183208,0.0,1.386073967095525,0.0,0.36619990986546225,0.0,0.0,Short_Circuit
25.87963940864798,1.507855584780725,0.06145168714147471,1.9914930422661847,0.5826416515976871,51.53912181868021,0.05826416515976871,Switch_Open
25.329770563201688,25.329770563201688,2.8556201232953926,0.6588692862336687,0.5141391072246627,16.68900785143929,1.0,Switch_Short
22.849356442713106,12.028423836193248,0.9159222598029807,1.0526507960016445,0.5541293386833284,24.052393247547254,0.5264228717491619,Cap_ESR_Increase
22.727299868828403,8.174215385581642,1.1035303584266976,0.4777540268836186,0.3785947867824844,10.858059032524308,0.3596650474433602,Cap_ESR_Increase
22.733618039413734,8.745585231554557,0.5140796632828907,0.9864580311105959,0.38469834482096776,22.425760091180397,0.3846983448209677,Overcurrent
23.21696897183815,0.0,0.5069575873032912,0.0,0.3165989302039625,0.0,0.0,Short_Circuit
24.09902572652895,10.334313244503349,0.7401266204515199,0.662442574346268,0.4288270140782919,15.964220641518779,0.42882701407829193,No_Fault
23.727780074568464,12.430933311186237,0.6008071971390853,3.150549230325883,0.52389786453347,74.7555392512735,0.52389786453347,Overcurrent
23.164916560792168,0.0,0.7602113679357536,0.0,0.6431739655989315,0.0,0.0,Short_Circuit
24.44741157888952,13.856083394179088,1.015564941792596,1.5250314935963192,0.5667709789834723,37.28307259471783,0.5667709789834723,Core_Saturation
22.557975442608168,22.557975442608168,1.0570400496772965,0.6118699390243822,0.47415852935990055,13.802547058582173,1.0,Switch_Short
23.16857859414087,1.578354889024111,0.07046520732030247,2.523001450277263,0.6812480457576551,58.454357393880166,0.06812480457576552,Switch_Open
23.46544737317477,13.101068454312678,0.5590454445277807,0.8309050926701915,0.5876980802303327,19.497559724155284,0.558313176218816,Cap_ESR_Increase
23.824279936868145,16.0114904532729,1.2360821443370855,2.4636649337522356,0.67206608114502,58.695043052358976,0.67206608114502,No_Fault
25.140703845572055,12.847784349080058,0.6521478869195165,1.410461983336871,0.5110351893088663,35.46000700851046,0.5110351893088663,Overcurrent
22.79869512863344,22.79869512863344,2.8244592439992,0.9621055302889697,0.4035617099172558,21.93475066663043,1.0,Switch_Short
